District,Category,Male,Female
ntcheu,Vitamin A (mcg.),52.82155029520581,44.80485441301042
ntcheu,Vitamin B12 (mcg.),29.3636705291648,24.65907599208206
ntcheu,Vitamin B6 (mg.),89.77371855755304,88.90600798566334
ntcheu,Vitamin C (mg.),90.21150846272536,87.18721138192035
ntcheu,Zinc (mg.),90.06505583988364,86.90833335384515
phalombe,Calcium (mg.),95.06747549746748,96.60096101194766
phalombe,Folate (mcg.),90.67412730756423,88.43223806876439
phalombe,Iron (mg.),99.80489793374366,99.73109062894636
phalombe,Kilocalories (kcal),87.9032773178064,86.66164030606087
phalombe,Niacin (mg.),80.0520374535683,77.35179699617166
phalombe,Proteins (g.),98.63547873018936,97.17940573634505
phalombe,Riboflavin (mg.),74.59981487126046,70.77192257456052
phalombe,Thiamin (mg.),98.49126691379304,95.8416925764057
phalombe,Vitamin A (mcg.),49.10711561602726,49.5435270436606
phalombe,Vitamin B12 (mcg.),29.57969758567216,22.14329761892649
phalombe,Vitamin B6 (mg.),93.24399562394278,91.6062841513992
phalombe,Vitamin C (mg.),86.59106762244357,86.40961684089541
phalombe,Zinc (mg.),94.87477700999209,91.92097036401118
mangochi,Calcium (mg.),97.45567507480575,94.68144504310033
mangochi,Folate (mcg.),82.53091604373753,86.58726246916162
mangochi,Iron (mg.),99.6336047957712,99.2325494067946
mangochi,Kilocalories (kcal),86.45836676684091,87.3417387997021
mangochi,Niacin (mg.),66.81774978862138,68.94647257921312
mangochi,Proteins (g.),96.59112904349853,94.59283031035554
mangochi,Riboflavin (mg.),57.43321816762893,58.38358283725411
mangochi,Thiamin (mg.),94.06189396247812,92.40476145966916
mangochi,Vitamin A (mcg.),66.90011721212096,68.07908223301752
mangochi,Vitamin B12 (mcg.),37.87610600530036,22.01732817318796
mangochi,Vitamin B6 (mg.),91.78236799458642,91.458116124561
mangochi,Vitamin C (mg.),94.52516362455223,93.78770811118096
mangochi,Zinc (mg.),89.88441357334096,89.33747258320392
balaka,Calcium (mg.),96.56237327008704,95.12232325732248
balaka,Folate (mcg.),80.8210597072925,87.54187739880976
balaka,Iron (mg.),99.03611720032568,99.3948226213196
balaka,Kilocalories (kcal),84.19201538232022,85.3759851999401
balaka,Niacin (mg.),65.18500974208905,67.30657724963578
balaka,Proteins (g.),95.86375980835912,96.56879674722978
balaka,Riboflavin (mg.),56.59281336375291,60.54582363430179
balaka,Thiamin (mg.),94.59867203897684,95.71271712166129
balaka,Vitamin A (mcg.),54.52868205264055,53.86557402473316
balaka,Vitamin B12 (mcg.),41.77544260210061,27.32402155991359
balaka,Vitamin B6 (mg.),91.59544251857248,93.13140819746258
balaka,Vitamin C (mg.),92.29019350782644,92.38907077897753
balaka,Zinc (mg.),89.89449973761644,91.84641654588258
neno,Calcium (mg.),96.2987984051164,98.4918513052853
neno,Folate (mcg.),90.61885102473354,95.392642700689
neno,Iron (mg.),99.15099119287748,99.36930915583676
neno,Kilocalories (kcal),91.15460083556452,89.82985705112037
neno,Niacin (mg.),74.5072997679709,72.82656600232237
neno,Proteins (g.),98.29969463557995,97.5908306167958
neno,Riboflavin (mg.),63.85459149410575,63.14675098887275
neno,Thiamin (mg.),96.13858388472757,93.97528115076594
neno,Vitamin A (mcg.),71.01645158998649,70.62999257177327
neno,Vitamin B12 (mcg.),37.90216318853162,28.829529272146
neno,Vitamin B6 (mg.),95.12542665030776,95.9023210902573
neno,Vitamin C (mg.),96.85115048730388,96.32035109461803
neno,Zinc (mg.),94.061374525839,94.96614300940848
mulanje,Calcium (mg.),95.80850852391193,98.23815830313372
mulanje,Folate (mcg.),90.08881542983876,93.28668168521943
mulanje,Iron (mg.),99.78630656492216,100.0
mulanje,Kilocalories (kcal),90.12202603142885,91.23215757087011
mulanje,Niacin (mg.),78.73084273656042,83.08504422662496
mulanje,Proteins (g.),98.16546568338204,98.79832205606102
mulanje,Riboflavin (mg.),70.93610108636409,78.39634153020778
mulanje,Thiamin (mg.),98.59740723723324,98.20904895625009
mulanje,Vitamin A (mcg.),45.13024963943324,52.1785396421718
mulanje,Vitamin B12 (mcg.),29.86270750475231,29.53598880573308
mulanje,Vitamin B6 (mg.),94.27576728417196,94.2108468072285
mulanje,Vitamin C (mg.),91.5739246061123,94.08821067039744
mulanje,Zinc (mg.),94.85540795844815,96.1590379066758
machinga,Calcium (mg.),94.56386211812806,94.3122985712196
machinga,Folate (mcg.),81.71425016704882,81.8099472379832
machinga,Iron (mg.),98.70520281280896,98.9043171877328
machinga,Kilocalories (kcal),87.79904991102886,84.37832476268018
machinga,Niacin (mg.),65.81547930113538,66.78423549585655
machinga,Proteins (g.),98.77436466708131,94.5383132622584
machinga,Riboflavin (mg.),56.37829665029383,57.85032451937733
machinga,Thiamin (mg.),96.43567031288472,94.58840305333172
machinga,Vitamin A (mcg.),61.21901575927715,60.82531876723893
machinga,Vitamin B12 (mcg.),40.42131625280732,26.39458515462788
machinga,Vitamin B6 (mg.),93.91471970750946,91.5557151870985
machinga,Vitamin C (mg.),90.8223647100166,89.07171728772721
machinga,Zinc (mg.),90.56970211429667,88.17396113740286
mzuzu city,Calcium (mg.),95.34311683478344,96.7652120667763
mzuzu city,Folate (mcg.),82.56683727396599,82.85782008546184
mzuzu city,Iron (mg.),97.37782704413668,99.85268056877828
mzuzu city,Kilocalories (kcal),89.95959719571732,88.73955592605854
mzuzu city,Niacin (mg.),72.17259219877396,70.43412441142
mzuzu city,Proteins (g.),97.82811568819454,96.72716962885784
mzuzu city,Riboflavin (mg.),62.48182797791257,60.65233399182361
mzuzu city,Thiamin (mg.),88.09475795926612,88.56280575871207
mzuzu city,Vitamin A (mcg.),59.53876797099428,56.83539776594624
mzuzu city,Vitamin B12 (mcg.),63.91299028964571,55.73172308940691
mzuzu city,Vitamin B6 (mg.),90.58958961472092,88.57193213332584
mzuzu city,Vitamin C (mg.),92.109690841487,94.26843962816034
mzuzu city,Zinc (mg.),87.41650816505434,88.77561096800355
ntchisi,Calcium (mg.),92.82495891414618,96.66761082807136
ntchisi,Folate (mcg.),84.54330212046563,89.44989430877825
ntchisi,Iron (mg.),98.29224458601666,99.96571860582644
ntchisi,Kilocalories (kcal),87.85415065258299,90.34848647844969
ntchisi,Niacin (mg.),70.79984693950867,71.73077861507637
ntchisi,Proteins (g.),96.590305088506,96.79516187634871
ntchisi,Riboflavin (mg.),54.38061435168738,58.05381021950702
ntchisi,Thiamin (mg.),92.33873997893092,90.87473448133947
ntchisi,Vitamin A (mcg.),53.44023877915162,65.98210259724574
ntchisi,Vitamin B12 (mcg.),32.72645717887113,19.3217854968801
ntchisi,Vitamin B6 (mg.),92.31270255953876,92.6976763605243
ntchisi,Vitamin C (mg.),91.1266248767707,94.7849225375193
ntchisi,Zinc (mg.),88.35349938064985,91.42761302932875
chikwawa,Calcium (mg.),94.61880500476656,95.26573203960062
chikwawa,Folate (mcg.),90.61319293413686,89.08788000947887
chikwawa,Iron (mg.),99.59327728791337,99.81983868878568
chikwawa,Kilocalories (kcal),86.80605651939113,86.48218855420642
chikwawa,Niacin (mg.),71.62677299213327,74.04745957304591
chikwawa,Proteins (g.),97.98400459021836,98.72438433079962
chikwawa,Riboflavin (mg.),62.30499037702095,68.23630134298884
chikwawa,Thiamin (mg.),96.37107899546668,97.7317230774001
chikwawa,Vitamin A (mcg.),48.9824748426968,60.24957309064263
chikwawa,Vitamin B12 (mcg.),41.31488486026635,23.66452368881888
chikwawa,Vitamin B6 (mg.),93.17128518034086,93.1161055172763
chikwawa,Vitamin C (mg.),88.98433301674463,92.23775981595084
chikwawa,Zinc (mg.),93.29206979484717,94.11291629673543
nkhata bay,Calcium (mg.),98.78581543328092,98.245194980259
nkhata bay,Folate (mcg.),89.90248345916937,90.5964771183835
nkhata bay,Iron (mg.),99.34158821740353,99.58415868833524
nkhata bay,Kilocalories (kcal),92.05544187228612,89.93779695421429
nkhata bay,Niacin (mg.),74.88429549153061,68.97211977592927
nkhata bay,Proteins (g.),94.30020463546116,92.94816059383903
nkhata bay,Riboflavin (mg.),71.09173466382857,66.27313226307865
nkhata bay,Thiamin (mg.),83.7061262446327,82.90885270818234
nkhata bay,Vitamin A (mcg.),71.18023081790717,63.96230845540641
nkhata bay,Vitamin B12 (mcg.),50.13618676764314,40.92079229792681
nkhata bay,Vitamin B6 (mg.),91.70415765281491,90.26019861515218
nkhata bay,Vitamin C (mg.),96.78799084535606,97.31104529480444
nkhata bay,Zinc (mg.),91.0246948340692,89.12758612100214
nkhotakota,Calcium (mg.),96.3587643033364,96.86752573149762
nkhotakota,Folate (mcg.),83.33485881980246,82.24387638805759
nkhotakota,Iron (mg.),98.46296052897944,100.0
nkhotakota,Kilocalories (kcal),87.96843611881427,84.07845094800598
nkhotakota,Niacin (mg.),69.5578336115403,60.37606231135038
nkhotakota,Proteins (g.),94.41946994292697,93.00386760370483
nkhotakota,Riboflavin (mg.),58.79219930588819,55.6125017350157
nkhotakota,Thiamin (mg.),90.31176426962548,86.20285450884965
nkhotakota,Vitamin A (mcg.),52.82571049236862,45.17552205279949
nkhotakota,Vitamin B12 (mcg.),33.56351755353574,17.81772551610593
nkhotakota,Vitamin B6 (mg.),92.19838526412198,88.25050162072239
nkhotakota,Vitamin C (mg.),91.47848178768264,88.20445935660399
nkhotakota,Zinc (mg.),89.23384941400298,87.93148301451829
karonga,Calcium (mg.),97.48010734385842,96.18703883439184
karonga,Folate (mcg.),84.08357429442265,84.71946576282286
karonga,Iron (mg.),99.6374951463002,97.29130076654856
karonga,Kilocalories (kcal),89.3995028105354,85.97413052704218
karonga,Niacin (mg.),69.53275932216232,66.7940858998648
karonga,Proteins (g.),96.49532946863016,90.58833006644844
karonga,Riboflavin (mg.),56.36882890614769,54.88235073283837
karonga,Thiamin (mg.),85.32782840304503,81.45798679395993
karonga,Vitamin A (mcg.),58.63787799904748,56.71077986412302
karonga,Vitamin B12 (mcg.),47.90625394186925,34.20189661107872
karonga,Vitamin B6 (mg.),90.53396705034852,86.13715370297506
karonga,Vitamin C (mg.),89.97632059034014,89.68977850464312
karonga,Zinc (mg.),88.81592582135977,85.07871460678197
mwnza,Calcium (mg.),94.86833366687812,97.19945318965269
mwnza,Folate (mcg.),85.86112042901158,91.12107291488286
mwnza,Iron (mg.),97.7302382528096,99.71883973387489
mwnza,Kilocalories (kcal),86.1964248352486,88.62894342668577
mwnza,Niacin (mg.),68.33613768079539,72.12290170701056
mwnza,Proteins (g.),96.24743802977116,98.90170310498442
mwnza,Riboflavin (mg.),56.60812985341202,61.68871312756828
mwnza,Thiamin (mg.),91.24637740950456,96.92356020840968
mwnza,Vitamin A (mcg.),63.09692924345705,70.47407465555797
mwnza,Vitamin B12 (mcg.),40.90481119772132,31.62921568903954
mwnza,Vitamin B6 (mg.),90.11895432235978,93.86192550665218
mwnza,Vitamin C (mg.),95.72133089660788,94.01255491427126
mwnza,Zinc (mg.),90.29602323685464,95.07226119575868
dowa,Calcium (mg.),91.77851511289948,82.89432531315117
dowa,Folate (mcg.),80.89204099950123,78.9051471836368
dowa,Iron (mg.),98.56943426170878,93.41930826078372
dowa,Kilocalories (kcal),85.51615862127811,77.72030038537099
dowa,Niacin (mg.),67.0938497597857,55.97046914798031
dowa,Proteins (g.),96.19641986395636,92.46328572484164
dowa,Riboflavin (mg.),50.30133540657518,41.56174756847395
dowa,Thiamin (mg.),89.99466129442712,84.37014450341918
dowa,Vitamin A (mcg.),52.76252598573187,48.19936850965851
dowa,Vitamin B12 (mcg.),30.24667194475886,16.37789921734883
dowa,Vitamin B6 (mg.),88.54615854539645,82.47503232588053
dowa,Vitamin C (mg.),86.90246050819847,79.97129871858574
dowa,Zinc (mg.),83.3540084770771,75.23149351267826
